epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1489.7,1.57522,2.39579,1.61946,0.542,0.4565,0.50257,0.25603,1.62507,2.30479,1.67207,0.00033157,0.00033157,0.00033157
2,2933.62,1.5382,1.74566,1.55059,0.72198,0.46255,0.53953,0.26995,1.65153,2.06871,1.69744,0.00063199,0.00063199,0.00063199
