frame,person_id,conf,track_len,is_valid,reject_reason
218,35,0.893,172,True,Valid
218,47,0.736,130,True,Valid
218,72,0.819,57,True,Valid
218,70,0.737,57,True,Valid
218,88,0.622,8,True,Valid
218,90,0.636,4,False,Unstable_Track
218,81,0.316,14,False,Low_Conf
219,1,0.824,219,True,Valid
219,2,0.843,219,True,Valid
219,3,0.698,219,True,Valid
219,35,0.888,173,True,Valid
219,47,0.731,131,True,Valid
219,72,0.817,58,True,Valid
219,70,0.757,58,True,Valid
219,88,0.643,9,True,Valid
219,90,0.63,5,True,Valid
219,81,0.258,15,False,Low_Conf
220,1,0.83,220,True,Valid
220,2,0.846,220,True,Valid
220,3,0.719,220,True,Valid
220,35,0.878,174,True,Valid
220,47,0.739,132,True,Valid
220,72,0.816,59,True,Valid
220,70,0.763,59,True,Valid
220,88,0.655,10,True,Valid
220,90,0.584,6,True,Valid
221,1,0.841,221,True,Valid
221,2,0.848,221,True,Valid
221,3,0.74,221,True,Valid
221,35,0.878,175,True,Valid
221,47,0.747,133,True,Valid
221,72,0.802,60,True,Valid
221,70,0.773,60,True,Valid
221,88,0.646,11,True,Valid
221,90,0.664,7,True,Valid
