ppe_id,ppe_class,person_id,score
3,no_helmet,6,0.0
4,no_helmet,1,0.0
4,no_helmet,2,0.0
4,no_helmet,3,0.0
4,no_helmet,5,0.0
4,no_helmet,11,0.0
4,no_helmet,31,0.0
4,no_helmet,22,0.0
4,no_helmet,6,0.0
0,helmet,1,0.0
0,helmet,2,0.0
0,helmet,3,0.0
0,helmet,5,0.0
0,helmet,11,0.0
0,helmet,31,0.0
0,helmet,22,0.7526999711990356
0,helmet,6,0.0
1,no_helmet,1,0.0
1,no_helmet,2,0.0
1,no_helmet,3,0.0
1,no_helmet,5,0.5178999900817871
1,no_helmet,11,0.0
1,no_helmet,31,0.0
1,no_helmet,22,0.0
1,no_helmet,6,0.0
2,no_helmet,1,0.0
2,no_helmet,2,0.5339999794960022
2,no_helmet,3,0.0
2,no_helmet,5,0.0
2,no_helmet,11,0.0
2,no_helmet,31,0.0
2,no_helmet,22,0.0
2,no_helmet,6,0.0
0,helmet,1,0.0
0,helmet,2,0.7888000011444092
0,helmet,3,0.0
0,helmet,5,0.0
0,helmet,11,0.0
0,helmet,31,0.0
0,helmet,22,0.0
0,helmet,24,0.0
1,no_helmet,1,0.0
1,no_helmet,2,0.0
1,no_helmet,3,0.0
1,no_helmet,5,0.515999972820282
1,no_helmet,11,0.0
1,no_helmet,31,0.0
1,no_helmet,22,0.0
1,no_helmet,24,0.0
2,no_helmet,1,0.555400013923645
2,no_helmet,2,0.0
2,no_helmet,3,0.0
2,no_helmet,5,0.0
2,no_helmet,11,0.0
2,no_helmet,31,0.0
2,no_helmet,22,0.0
2,no_helmet,24,0.0
3,no_helmet,1,0.0
3,no_helmet,2,0.0
3,no_helmet,3,0.0
3,no_helmet,5,0.0
3,no_helmet,11,0.0
3,no_helmet,31,0.0
3,no_helmet,22,0.0
3,no_helmet,24,0.5386000275611877
0,helmet,1,0.0
0,helmet,2,0.7876999974250793
0,helmet,3,0.0
0,helmet,5,0.0
0,helmet,11,0.0
0,helmet,31,0.0
0,helmet,22,0.0
1,no_helmet,1,0.0
1,no_helmet,2,0.0
1,no_helmet,3,0.0
1,no_helmet,5,0.5148000121116638
1,no_helmet,11,0.0
1,no_helmet,31,0.0
1,no_helmet,22,0.0
2,no_helmet,1,0.0
2,no_helmet,2,0.0
2,no_helmet,3,0.0
2,no_helmet,5,0.0
2,no_helmet,11,0.0
2,no_helmet,31,0.0
2,no_helmet,22,0.0
3,no_helmet,1,0.5519000291824341
3,no_helmet,2,0.0
3,no_helmet,3,0.0
3,no_helmet,5,0.0
3,no_helmet,11,0.0
3,no_helmet,31,0.0
3,no_helmet,22,0.0
0,helmet,1,0.0
0,helmet,2,0.7821000218391418
0,helmet,3,0.0
0,helmet,5,0.0
0,helmet,11,0.0
0,helmet,31,0.0
0,helmet,22,0.0
0,helmet,35,0.0
0,helmet,6,0.0
1,no_helmet,1,0.0
1,no_helmet,2,0.0
1,no_helmet,3,0.0
1,no_helmet,5,0.5127999782562256
1,no_helmet,11,0.0
1,no_helmet,31,0.0
1,no_helmet,22,0.0
1,no_helmet,35,0.0
1,no_helmet,6,0.0
2,no_helmet,1,0.0
2,no_helmet,2,0.0
2,no_helmet,3,0.0
2,no_helmet,5,0.0
2,no_helmet,11,0.0
2,no_helmet,31,0.0
2,no_helmet,22,0.0
2,no_helmet,35,0.0
2,no_helmet,6,0.0
3,no_helmet,1,0.5462999939918518
3,no_helmet,2,0.0
3,no_helmet,3,0.0
3,no_helmet,5,0.0
3,no_helmet,11,0.0
3,no_helmet,31,0.0
3,no_helmet,22,0.0
3,no_helmet,35,0.0
3,no_helmet,6,0.0
0,helmet,1,0.0
0,helmet,2,0.7645000219345093
0,helmet,3,0.0
0,helmet,5,0.0
0,helmet,11,0.0
0,helmet,31,0.0
0,helmet,22,0.0
0,helmet,35,0.0
0,helmet,12,0.0
0,helmet,6,0.0
1,no_helmet,1,0.0
1,no_helmet,2,0.0
1,no_helmet,3,0.0
1,no_helmet,5,0.5108000040054321
1,no_helmet,11,0.0
1,no_helmet,31,0.0
1,no_helmet,22,0.0
1,no_helmet,35,0.0
1,no_helmet,12,0.0
1,no_helmet,6,0.0
0,helmet,1,0.0
0,helmet,2,0.7674999833106995
0,helmet,3,0.0
0,helmet,5,0.0
0,helmet,11,0.0
0,helmet,31,0.0
0,helmet,22,0.0
0,helmet,35,0.0
0,helmet,12,0.0
0,helmet,6,0.0
1,no_helmet,1,0.0
1,no_helmet,2,0.0
1,no_helmet,3,0.0
1,no_helmet,5,0.5105999708175659
1,no_helmet,11,0.0
1,no_helmet,31,0.0
1,no_helmet,22,0.0
1,no_helmet,35,0.0
1,no_helmet,12,0.0
1,no_helmet,6,0.0
2,no_helmet,1,0.5428000092506409
2,no_helmet,2,0.0
2,no_helmet,3,0.0
2,no_helmet,5,0.0
2,no_helmet,11,0.0
2,no_helmet,31,0.0
2,no_helmet,22,0.0
2,no_helmet,35,0.0
2,no_helmet,12,0.0
2,no_helmet,6,0.0
0,helmet,1,0.7192000150680542
0,helmet,2,0.0
0,helmet,3,0.0
0,helmet,5,0.0
0,helmet,11,0.0
0,helmet,31,0.0
0,helmet,22,0.0
0,helmet,35,0.7688999772071838
0,helmet,12,0.0
0,helmet,6,0.0
1,helmet,1,0.777400016784668
1,helmet,2,0.0
1,helmet,3,0.0
1,helmet,5,0.0
1,helmet,11,0.0
1,helmet,31,0.0
1,helmet,22,0.0
1,helmet,35,0.0
1,helmet,12,0.0
1,helmet,6,0.0
2,helmet,1,0.0
2,helmet,2,0.7759000062942505
2,helmet,3,0.0
2,helmet,5,0.0
2,helmet,11,0.0
2,helmet,31,0.0
2,helmet,22,0.0
2,helmet,35,0.0
2,helmet,12,0.0
2,helmet,6,0.0
3,no_helmet,1,0.0
3,no_helmet,2,0.0
3,no_helmet,3,0.0
3,no_helmet,5,0.5175999999046326
3,no_helmet,11,0.0
3,no_helmet,31,0.0
3,no_helmet,22,0.0
3,no_helmet,35,0.0
3,no_helmet,12,0.0
3,no_helmet,6,0.0
0,helmet,1,0.0
0,helmet,2,0.7789999842643738
0,helmet,3,0.0
0,helmet,5,0.0
0,helmet,11,0.0
0,helmet,31,0.0
0,helmet,22,0.0
0,helmet,35,0.0
0,helmet,12,0.0
0,helmet,6,0.0
1,helmet,1,0.7439000010490417
1,helmet,2,0.0
1,helmet,3,0.0
1,helmet,5,0.0
1,helmet,11,0.0
1,helmet,31,0.0
1,helmet,22,0.0
1,helmet,35,0.7583000063896179
1,helmet,12,0.0
1,helmet,6,0.0
2,no_helmet,1,0.0
2,no_helmet,2,0.0
2,no_helmet,3,0.0
2,no_helmet,5,0.5217000246047974
2,no_helmet,11,0.0
2,no_helmet,31,0.0
2,no_helmet,22,0.0
2,no_helmet,35,0.0
2,no_helmet,12,0.0
2,no_helmet,6,0.0
0,helmet,1,0.7513999938964844
0,helmet,2,0.0
0,helmet,3,0.0
0,helmet,5,0.0
0,helmet,11,0.0
0,helmet,31,0.0
0,helmet,22,0.0
0,helmet,35,0.7559999823570251
0,helmet,40,0.0
0,helmet,12,0.0
0,helmet,6,0.0
1,helmet,1,0.0
1,helmet,2,0.7809000015258789
1,helmet,3,0.0
1,helmet,5,0.0
1,helmet,11,0.0
1,helmet,31,0.0
1,helmet,22,0.0
1,helmet,35,0.0
1,helmet,40,0.0
1,helmet,12,0.0
1,helmet,6,0.0
2,no_helmet,1,0.0
2,no_helmet,2,0.0
2,no_helmet,3,0.0
2,no_helmet,5,0.5235000252723694
2,no_helmet,11,0.0
2,no_helmet,31,0.0
2,no_helmet,22,0.0
2,no_helmet,35,0.0
2,no_helmet,40,0.0
2,no_helmet,12,0.0
2,no_helmet,6,0.0
3,no_helmet,1,0.5268999934196472
3,no_helmet,2,0.0
3,no_helmet,3,0.0
3,no_helmet,5,0.0
3,no_helmet,11,0.0
3,no_helmet,31,0.0
3,no_helmet,22,0.0
3,no_helmet,35,0.0
3,no_helmet,40,0.0
3,no_helmet,12,0.0
3,no_helmet,6,0.0
0,helmet,1,0.7519999742507935
0,helmet,2,0.0
0,helmet,3,0.0
0,helmet,5,0.0
0,helmet,11,0.0
0,helmet,31,0.0
0,helmet,22,0.0
0,helmet,35,0.7962999939918518
0,helmet,40,0.0
0,helmet,12,0.0
0,helmet,6,0.0
1,helmet,1,0.7766000032424927
1,helmet,2,0.0
1,helmet,3,0.0
1,helmet,5,0.0
1,helmet,11,0.0
1,helmet,31,0.0
1,helmet,22,0.0
1,helmet,35,0.0
1,helmet,40,0.0
1,helmet,12,0.0
1,helmet,6,0.0
2,helmet,1,0.0
2,helmet,2,0.0
2,helmet,3,0.0
2,helmet,5,0.0
2,helmet,11,0.804099977016449
2,helmet,31,0.0
2,helmet,22,0.0
2,helmet,35,0.0
2,helmet,40,0.0
2,helmet,12,0.0
2,helmet,6,0.0
3,no_helmet,1,0.0
3,no_helmet,2,0.0
3,no_helmet,3,0.0
3,no_helmet,5,0.5192000269889832
3,no_helmet,11,0.0
3,no_helmet,31,0.0
3,no_helmet,22,0.0
3,no_helmet,35,0.0
3,no_helmet,40,0.0
3,no_helmet,12,0.0
3,no_helmet,6,0.0
0,helmet,1,0.7838000059127808
0,helmet,2,0.0
0,helmet,3,0.0
0,helmet,5,0.0
0,helmet,11,0.0
0,helmet,31,0.0
0,helmet,22,0.0
0,helmet,35,0.0
0,helmet,40,0.0
0,helmet,12,0.0
0,helmet,6,0.0
1,helmet,1,0.7405999898910522
1,helmet,2,0.0
1,helmet,3,0.0
1,helmet,5,0.0
1,helmet,11,0.0
1,helmet,31,0.0
1,helmet,22,0.0
1,helmet,35,0.7883999943733215
1,helmet,40,0.0
1,helmet,12,0.0
1,helmet,6,0.0
2,no_helmet,1,0.0
2,no_helmet,2,0.0
2,no_helmet,3,0.0
2,no_helmet,5,0.5169000029563904
2,no_helmet,11,0.0
2,no_helmet,31,0.0
2,no_helmet,22,0.0
2,no_helmet,35,0.0
2,no_helmet,40,0.0
2,no_helmet,12,0.0
2,no_helmet,6,0.0
0,helmet,1,0.7325000166893005
0,helmet,2,0.0
0,helmet,3,0.0
0,helmet,5,0.0
0,helmet,11,0.0
0,helmet,31,0.0
0,helmet,22,0.0
0,helmet,35,0.7667999863624573
0,helmet,40,0.0
0,helmet,12,0.0
0,helmet,6,0.0
1,no_helmet,1,0.0
1,no_helmet,2,0.0
1,no_helmet,3,0.0
1,no_helmet,5,0.5184999704360962
1,no_helmet,11,0.0
1,no_helmet,31,0.0
1,no_helmet,22,0.0
1,no_helmet,35,0.0
1,no_helmet,40,0.0
1,no_helmet,12,0.0
1,no_helmet,6,0.0
0,helmet,1,0.0
0,helmet,2,0.7821000218391418
0,helmet,3,0.0
0,helmet,5,0.0
0,helmet,11,0.0
0,helmet,31,0.0
0,helmet,22,0.0
0,helmet,35,0.0
0,helmet,40,0.0
0,helmet,12,0.0
0,helmet,6,0.0
1,no_helmet,1,0.0
1,no_helmet,2,0.0
1,no_helmet,3,0.0
1,no_helmet,5,0.5256999731063843
1,no_helmet,11,0.0
1,no_helmet,31,0.0
1,no_helmet,22,0.0
1,no_helmet,35,0.0
1,no_helmet,40,0.0
1,no_helmet,12,0.0
1,no_helmet,6,0.0
2,no_helmet,1,0.5511999726295471
2,no_helmet,2,0.0
2,no_helmet,3,0.0
2,no_helmet,5,0.0
2,no_helmet,11,0.0
2,no_helmet,31,0.0
2,no_helmet,22,0.0
2,no_helmet,35,0.0
2,no_helmet,40,0.0
2,no_helmet,12,0.0
2,no_helmet,6,0.0
0,helmet,1,0.6589999794960022
0,helmet,2,0.0
0,helmet,3,0.0
0,helmet,5,0.0
0,helmet,11,0.0
0,helmet,31,0.0
0,helmet,35,0.7810999751091003
0,helmet,40,0.0
0,helmet,12,0.0
0,helmet,6,0.0
1,helmet,1,0.0
1,helmet,2,0.779699981212616
1,helmet,3,0.0
1,helmet,5,0.0
1,helmet,11,0.0
1,helmet,31,0.0
1,helmet,35,0.0
1,helmet,40,0.0
1,helmet,12,0.0
1,helmet,6,0.0
2,no_helmet,1,0.0
2,no_helmet,2,0.0
2,no_helmet,3,0.0
2,no_helmet,5,0.52920001745224
2,no_helmet,11,0.0
2,no_helmet,31,0.0
2,no_helmet,35,0.0
2,no_helmet,40,0.0
2,no_helmet,12,0.0
2,no_helmet,6,0.0
3,no_helmet,1,0.5376999974250793
3,no_helmet,2,0.0
3,no_helmet,3,0.0
3,no_helmet,5,0.0
3,no_helmet,11,0.0
3,no_helmet,31,0.0
3,no_helmet,35,0.0
3,no_helmet,40,0.0
3,no_helmet,12,0.0
3,no_helmet,6,0.0
0,helmet,1,0.6051999926567078
0,helmet,2,0.0
0,helmet,3,0.0
0,helmet,5,0.0
0,helmet,11,0.0
0,helmet,31,0.0
0,helmet,35,0.7807999849319458
0,helmet,40,0.0
0,helmet,12,0.0
0,helmet,6,0.0
1,helmet,1,0.0
1,helmet,2,0.7833999991416931
1,helmet,3,0.0
1,helmet,5,0.0
1,helmet,11,0.0
1,helmet,31,0.0
1,helmet,35,0.0
1,helmet,40,0.0
1,helmet,12,0.0
1,helmet,6,0.0
2,helmet,1,0.7864000201225281
2,helmet,2,0.0
2,helmet,3,0.0
2,helmet,5,0.0
2,helmet,11,0.0
2,helmet,31,0.0
2,helmet,35,0.0
2,helmet,40,0.0
2,helmet,12,0.0
2,helmet,6,0.0
3,no_helmet,1,0.0
3,no_helmet,2,0.0
3,no_helmet,3,0.0
3,no_helmet,5,0.5354999899864197
3,no_helmet,11,0.0
3,no_helmet,31,0.0
3,no_helmet,35,0.0
3,no_helmet,40,0.0
3,no_helmet,12,0.0
3,no_helmet,6,0.0
0,helmet,1,0.0
0,helmet,2,0.0
0,helmet,3,0.0
0,helmet,5,0.0
0,helmet,11,0.0
0,helmet,31,0.0
0,helmet,35,0.7867000102996826
0,helmet,40,0.0
0,helmet,12,0.0
0,helmet,6,0.0
0,helmet,8,0.0
1,helmet,1,0.7713000178337097
1,helmet,2,0.0
1,helmet,3,0.0
1,helmet,5,0.0
1,helmet,11,0.0
1,helmet,31,0.0
1,helmet,35,0.0
1,helmet,40,0.0
1,helmet,12,0.0
1,helmet,6,0.0
1,helmet,8,0.0
2,no_helmet,1,0.0
2,no_helmet,2,0.0
2,no_helmet,3,0.0
2,no_helmet,5,0.5410000085830688
2,no_helmet,11,0.0
2,no_helmet,31,0.0
2,no_helmet,35,0.0
2,no_helmet,40,0.0
2,no_helmet,12,0.0
2,no_helmet,6,0.0
2,no_helmet,8,0.0
3,vest,1,0.0
3,vest,2,0.8439000248908997
3,vest,3,0.0
3,vest,5,0.0
3,vest,11,0.0
3,vest,31,0.0
3,vest,35,0.0
3,vest,40,0.0
3,vest,12,0.0
3,vest,6,0.0
3,vest,8,0.0
4,no_helmet,1,0.5217000246047974
4,no_helmet,2,0.0
4,no_helmet,3,0.0
4,no_helmet,5,0.0
4,no_helmet,11,0.0
4,no_helmet,31,0.0
4,no_helmet,35,0.0
4,no_helmet,40,0.0
4,no_helmet,12,0.0
4,no_helmet,6,0.0
4,no_helmet,8,0.0
0,helmet,1,0.0
0,helmet,2,0.0
0,helmet,3,0.0
0,helmet,5,0.0
0,helmet,11,0.0
0,helmet,31,0.0
0,helmet,35,0.7785999774932861
0,helmet,12,0.0
0,helmet,6,0.0
0,helmet,8,0.0
1,no_helmet,1,0.0
1,no_helmet,2,0.0
1,no_helmet,3,0.0
1,no_helmet,5,0.5418999791145325
1,no_helmet,11,0.0
1,no_helmet,31,0.0
1,no_helmet,35,0.0
1,no_helmet,12,0.0
1,no_helmet,6,0.0
1,no_helmet,8,0.0
2,no_helmet,1,0.5349000096321106
2,no_helmet,2,0.0
2,no_helmet,3,0.0
2,no_helmet,5,0.0
2,no_helmet,11,0.0
2,no_helmet,31,0.0
2,no_helmet,35,0.0
2,no_helmet,12,0.0
2,no_helmet,6,0.0
2,no_helmet,8,0.0
3,vest,1,0.0
3,vest,2,0.8565000295639038
3,vest,3,0.0
3,vest,5,0.0
3,vest,11,0.0
3,vest,31,0.0
3,vest,35,0.0
3,vest,12,0.0
3,vest,6,0.0
3,vest,8,0.0
0,helmet,1,0.0
0,helmet,2,0.0
0,helmet,3,0.0
0,helmet,5,0.0
0,helmet,31,0.0
0,helmet,35,0.7718999981880188
0,helmet,12,0.0
0,helmet,6,0.0
0,helmet,8,0.0
1,helmet,1,0.0
1,helmet,2,0.0
1,helmet,3,0.0
1,helmet,5,0.0
1,helmet,31,0.8223999738693237
1,helmet,35,0.0
1,helmet,12,0.0
1,helmet,6,0.0
1,helmet,8,0.0
2,no_helmet,1,0.0
2,no_helmet,2,0.0
2,no_helmet,3,0.0
2,no_helmet,5,0.5424000024795532
2,no_helmet,31,0.0
2,no_helmet,35,0.0
2,no_helmet,12,0.0
2,no_helmet,6,0.0
2,no_helmet,8,0.0
3,helmet,1,0.0
3,helmet,2,0.0
3,helmet,3,0.0
3,helmet,5,0.0
3,helmet,31,0.0
3,helmet,35,0.0
3,helmet,12,0.0
3,helmet,6,0.0
3,helmet,8,0.8162999749183655
4,no_helmet,1,0.5347999930381775
4,no_helmet,2,0.0
4,no_helmet,3,0.0
4,no_helmet,5,0.0
4,no_helmet,31,0.0
4,no_helmet,35,0.0
4,no_helmet,12,0.0
4,no_helmet,6,0.0
4,no_helmet,8,0.0
5,vest,1,0.0
5,vest,2,0.8546000123023987
5,vest,3,0.0
5,vest,5,0.0
5,vest,31,0.0
5,vest,35,0.0
5,vest,12,0.0
5,vest,6,0.0
5,vest,8,0.0
0,helmet,1,0.0
0,helmet,2,0.0
0,helmet,3,0.0
0,helmet,5,0.0
0,helmet,31,0.0
0,helmet,35,0.7663000226020813
0,helmet,12,0.0
0,helmet,6,0.0
0,helmet,8,0.0
1,helmet,1,0.0
1,helmet,2,0.0
1,helmet,3,0.7002999782562256
1,helmet,5,0.0
1,helmet,31,0.0
1,helmet,35,0.0
1,helmet,12,0.0
1,helmet,6,0.0
1,helmet,8,0.0
2,helmet,1,0.0
2,helmet,2,0.0
2,helmet,3,0.0
2,helmet,5,0.0
2,helmet,31,0.8223000168800354
2,helmet,35,0.0
2,helmet,12,0.0
2,helmet,6,0.0
2,helmet,8,0.0
3,no_helmet,1,0.0
3,no_helmet,2,0.0
3,no_helmet,3,0.0
3,no_helmet,5,0.541100025177002
3,no_helmet,31,0.0
3,no_helmet,35,0.0
3,no_helmet,12,0.0
3,no_helmet,6,0.0
3,no_helmet,8,0.0
4,helmet,1,0.0
4,helmet,2,0.0
4,helmet,3,0.7937999963760376
4,helmet,5,0.0
4,helmet,31,0.0
4,helmet,35,0.0
4,helmet,12,0.0
4,helmet,6,0.0
4,helmet,8,0.0
5,no_helmet,1,0.5390999913215637
5,no_helmet,2,0.0
5,no_helmet,3,0.0
5,no_helmet,5,0.0
5,no_helmet,31,0.0
5,no_helmet,35,0.0
5,no_helmet,12,0.0
5,no_helmet,6,0.0
5,no_helmet,8,0.0
6,vest,1,0.0
6,vest,2,0.8416000008583069
6,vest,3,0.0
6,vest,5,0.0
6,vest,31,0.0
6,vest,35,0.0
6,vest,12,0.0
6,vest,6,0.0
6,vest,8,0.0
0,helmet,1,0.0
0,helmet,2,0.0
0,helmet,3,0.0
0,helmet,5,0.0
0,helmet,31,0.0
0,helmet,35,0.754800021648407
0,helmet,12,0.0
0,helmet,6,0.0
0,helmet,8,0.0
1,helmet,1,0.0
1,helmet,2,0.0
1,helmet,3,0.0
1,helmet,5,0.0
1,helmet,31,0.8011000156402588
1,helmet,35,0.0
1,helmet,12,0.0
1,helmet,6,0.0
1,helmet,8,0.0
2,no_helmet,1,0.0
2,no_helmet,2,0.0
2,no_helmet,3,0.0
2,no_helmet,5,0.5378999710083008
2,no_helmet,31,0.0
2,no_helmet,35,0.0
2,no_helmet,12,0.0
2,no_helmet,6,0.0
2,no_helmet,8,0.0
3,vest,1,0.0
3,vest,2,0.8349999785423279
3,vest,3,0.0
3,vest,5,0.0
3,vest,31,0.0
3,vest,35,0.0
3,vest,12,0.0
3,vest,6,0.0
3,vest,8,0.0
0,helmet,1,0.0
0,helmet,2,0.0
0,helmet,3,0.0
0,helmet,5,0.0
0,helmet,31,0.0
0,helmet,35,0.7649000287055969
0,helmet,12,0.0
0,helmet,6,0.0
0,helmet,8,0.0
1,helmet,1,0.0
1,helmet,2,0.0
1,helmet,3,0.0
1,helmet,5,0.0
1,helmet,31,0.0
1,helmet,35,0.0
1,helmet,12,0.0
1,helmet,6,0.0
1,helmet,8,0.8140000104904175
2,helmet,1,0.7856000065803528
2,helmet,2,0.0
2,helmet,3,0.0
2,helmet,5,0.0
2,helmet,31,0.0
2,helmet,35,0.0
2,helmet,12,0.0
2,helmet,6,0.0
2,helmet,8,0.0
3,helmet,1,0.0
3,helmet,2,0.0
3,helmet,3,0.0
3,helmet,5,0.0
3,helmet,31,0.7745000123977661
3,helmet,35,0.0
3,helmet,12,0.0
3,helmet,6,0.0
3,helmet,8,0.0
4,no_helmet,1,0.0
4,no_helmet,2,0.0
4,no_helmet,3,0.0
4,no_helmet,5,0.5406000018119812
4,no_helmet,31,0.0
4,no_helmet,35,0.0
4,no_helmet,12,0.0
4,no_helmet,6,0.0
4,no_helmet,8,0.0
5,helmet,1,0.0
5,helmet,2,0.7907000184059143
5,helmet,3,0.0
5,helmet,5,0.0
5,helmet,31,0.0
5,helmet,35,0.0
5,helmet,12,0.0
5,helmet,6,0.0
5,helmet,8,0.0
6,vest,1,0.0
6,vest,2,0.835099995136261
6,vest,3,0.0
6,vest,5,0.0
6,vest,31,0.0
6,vest,35,0.0
6,vest,12,0.0
6,vest,6,0.0
6,vest,8,0.0
7,no_helmet,1,0.5425000190734863
7,no_helmet,2,0.0
7,no_helmet,3,0.0
7,no_helmet,5,0.0
7,no_helmet,31,0.0
7,no_helmet,35,0.0
7,no_helmet,12,0.0
7,no_helmet,6,0.0
7,no_helmet,8,0.0
0,helmet,1,0.0
0,helmet,2,0.0
0,helmet,3,0.0
0,helmet,5,0.0
0,helmet,31,0.0
0,helmet,35,0.758400022983551
0,helmet,6,0.0
0,helmet,8,0.0
1,helmet,1,0.0
1,helmet,2,0.0
1,helmet,3,0.0
1,helmet,5,0.0
1,helmet,31,0.0
1,helmet,35,0.0
1,helmet,6,0.0
1,helmet,8,0.7807999849319458
2,helmet,1,0.0
2,helmet,2,0.7972000241279602
2,helmet,3,0.0
2,helmet,5,0.0
2,helmet,31,0.0
2,helmet,35,0.0
2,helmet,6,0.0
2,helmet,8,0.0
3,helmet,1,0.7906000018119812
3,helmet,2,0.0
3,helmet,3,0.0
3,helmet,5,0.0
3,helmet,31,0.0
3,helmet,35,0.0
3,helmet,6,0.0
3,helmet,8,0.0
4,no_helmet,1,0.0
4,no_helmet,2,0.0
4,no_helmet,3,0.0
4,no_helmet,5,0.5396000146865845
4,no_helmet,31,0.0
4,no_helmet,35,0.0
4,no_helmet,6,0.0
4,no_helmet,8,0.0
5,vest,1,0.0
5,vest,2,0.8353999853134155
5,vest,3,0.0
5,vest,5,0.0
5,vest,31,0.0
5,vest,35,0.0
5,vest,6,0.0
5,vest,8,0.0
0,helmet,1,0.0
0,helmet,2,0.0
0,helmet,3,0.0
0,helmet,5,0.0
0,helmet,31,0.0
0,helmet,35,0.7699999809265137
0,helmet,12,0.0
0,helmet,6,0.0
0,helmet,8,0.0
1,helmet,1,0.0
1,helmet,2,0.0
1,helmet,3,0.0
1,helmet,5,0.0
1,helmet,31,0.0
1,helmet,35,0.0
1,helmet,12,0.0
1,helmet,6,0.0
1,helmet,8,0.7892000079154968
2,no_helmet,1,0.0
2,no_helmet,2,0.0
2,no_helmet,3,0.0
2,no_helmet,5,0.5318999886512756
2,no_helmet,31,0.0
2,no_helmet,35,0.0
2,no_helmet,12,0.0
2,no_helmet,6,0.0
2,no_helmet,8,0.0
3,helmet,1,0.8039000034332275
3,helmet,2,0.0
3,helmet,3,0.0
3,helmet,5,0.0
3,helmet,31,0.0
3,helmet,35,0.0
3,helmet,12,0.0
3,helmet,6,0.0
3,helmet,8,0.0
4,helmet,1,0.0
4,helmet,2,0.8025000095367432
4,helmet,3,0.0
4,helmet,5,0.0
4,helmet,31,0.0
4,helmet,35,0.0
4,helmet,12,0.0
4,helmet,6,0.0
4,helmet,8,0.0
5,vest,1,0.0
5,vest,2,0.8356000185012817
5,vest,3,0.0
5,vest,5,0.0
5,vest,31,0.0
5,vest,35,0.0
5,vest,12,0.0
5,vest,6,0.0
5,vest,8,0.0
0,helmet,1,0.0
0,helmet,2,0.0
0,helmet,3,0.0
0,helmet,5,0.0
0,helmet,31,0.0
0,helmet,35,0.7656000256538391
0,helmet,6,0.0
0,helmet,8,0.0
1,helmet,1,0.8105999827384949
1,helmet,2,0.0
1,helmet,3,0.0
1,helmet,5,0.0
1,helmet,31,0.0
1,helmet,35,0.0
1,helmet,6,0.0
1,helmet,8,0.0
2,no_helmet,1,0.0
2,no_helmet,2,0.0
2,no_helmet,3,0.0
2,no_helmet,5,0.5249000191688538
2,no_helmet,31,0.0
2,no_helmet,35,0.0
2,no_helmet,6,0.0
2,no_helmet,8,0.0
3,helmet,1,0.0
3,helmet,2,0.807699978351593
3,helmet,3,0.0
3,helmet,5,0.0
3,helmet,31,0.0
3,helmet,35,0.0
3,helmet,6,0.0
3,helmet,8,0.0
4,helmet,1,0.0
4,helmet,2,0.0
4,helmet,3,0.0
4,helmet,5,0.0
4,helmet,31,0.0
4,helmet,35,0.0
4,helmet,6,0.0
4,helmet,8,0.8288999795913696
5,helmet,1,0.0
5,helmet,2,0.0
5,helmet,3,0.0
5,helmet,5,0.0
5,helmet,31,0.0
5,helmet,35,0.0
5,helmet,6,0.0
5,helmet,8,0.0
0,helmet,1,0.0
0,helmet,2,0.0
0,helmet,3,0.0
0,helmet,5,0.0
0,helmet,31,0.0
0,helmet,35,0.7663000226020813
0,helmet,6,0.0
0,helmet,8,0.0
1,no_helmet,1,0.0
1,no_helmet,2,0.0
1,no_helmet,3,0.0
1,no_helmet,5,0.5149000287055969
1,no_helmet,31,0.0
1,no_helmet,35,0.0
1,no_helmet,6,0.0
1,no_helmet,8,0.0
2,helmet,1,0.82669997215271
2,helmet,2,0.0
2,helmet,3,0.0
2,helmet,5,0.0
2,helmet,31,0.0
2,helmet,35,0.0
2,helmet,6,0.0
2,helmet,8,0.0
0,helmet,1,0.0
0,helmet,2,0.0
0,helmet,3,0.0
0,helmet,5,0.0
0,helmet,31,0.0
0,helmet,35,0.7716000080108643
0,helmet,6,0.0
0,helmet,8,0.0
1,helmet,1,0.8173999786376953
1,helmet,2,0.0
1,helmet,3,0.0
1,helmet,5,0.0
1,helmet,31,0.0
1,helmet,35,0.0
1,helmet,6,0.0
1,helmet,8,0.0
2,helmet,1,0.0
2,helmet,2,0.0
2,helmet,3,0.0
2,helmet,5,0.0
2,helmet,31,0.0
2,helmet,35,0.0
2,helmet,6,0.0
2,helmet,8,0.0
3,helmet,1,0.0
3,helmet,2,0.8055999875068665
3,helmet,3,0.0
3,helmet,5,0.0
3,helmet,31,0.0
3,helmet,35,0.0
3,helmet,6,0.0
3,helmet,8,0.0
4,no_helmet,1,0.0
4,no_helmet,2,0.0
4,no_helmet,3,0.0
4,no_helmet,5,0.5200999975204468
4,no_helmet,31,0.0
4,no_helmet,35,0.0
4,no_helmet,6,0.0
4,no_helmet,8,0.0
0,helmet,1,0.0
0,helmet,2,0.0
0,helmet,3,0.0
0,helmet,5,0.0
0,helmet,31,0.0
0,helmet,35,0.792900025844574
0,helmet,8,0.0
0,helmet,45,0.0
1,helmet,1,0.7900000214576721
1,helmet,2,0.0
1,helmet,3,0.0
1,helmet,5,0.0
1,helmet,31,0.0
1,helmet,35,0.0
1,helmet,8,0.0
1,helmet,45,0.0
2,helmet,1,0.0
2,helmet,2,0.0
